gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_NK_CD16_bright	celltype_Monocytes_non-classical	celltype_Monocytes_intermediate	celltype_iNKT_cells	celltype_T4_naive	celltype_TEM_CD8+	celltype_B_cells_memory_activated	celltype_T4_activated	celltype_T8_activated	celltype_MAIT_cells	celltype_T_gd	celltype_cDC2	celltype_T_regs	celltype_T4_memory	celltype_Monocytes_classical	celltype_B_cells_naive	celltype_Macrophages	celltype_TCM_CD8+	celltype_cDC1	celltype_TMRA_CD8+	celltype_NK_CD56_bright	celltype_T8_naive	celltype_Precursor_cells	celltype_NK_CD16_bright_activated	celltype_B_cells_naive_activated	celltype_NK_CD56_bright_activated	celltype_pDC	celltype_B_cells_memory	celltype_Plasma_cells
IL36B	Q9NZH7	False	IL36B_HUMAN		CPI-CS0A84CCCDB	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36G	Q9NZH8	False	IL36G_HUMAN		CPI-CS0D9B5AB86	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36G	Q9NZH8	False	IL36G_HUMAN		CPI-CS03959C2DF	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36RN	Q9UBH0	False	I36RA_HUMAN		CPI-CS04BB8F1EC	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.013	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36RN	Q9UBH0	False	I36RA_HUMAN		CPI-CS09B4A8389	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.013	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL5	P05113	False	IL5_HUMAN		CPI-CS0FB8775FC	0.007	0.015	0.007	0.225	0.008	0.015	0.039	0.149	0.398	0.022	0.026	0.063	0.756	0.02	0.002	0.002	0.0	0.065	0.003	0.018	0.006	0.011	0.071	0.149	0.08	0.102	0.015	0.021	0.024
IL5	P05113	False	IL5_HUMAN		CPI-CS089A1A4BF	0.007	0.015	0.007	0.225	0.008	0.015	0.039	0.149	0.398	0.022	0.026	0.063	0.756	0.02	0.002	0.002	0.0	0.065	0.003	0.018	0.006	0.011	0.071	0.149	0.08	0.102	0.015	0.021	0.024
IL6	P05231	False	IL6_HUMAN		CPI-CS063AE1C91	0.006	0.132	0.044	0.021	0.004	0.006	0.098	0.022	0.014	0.011	0.0	0.094	0.041	0.003	0.121	0.044	0.021	0.007	0.04	0.0	0.0	0.007	0.003	0.003	0.072	0.019	0.0	0.059	0.031
IL6	P05231	False	IL6_HUMAN		CPI-CS023BD53E7	0.006	0.132	0.044	0.021	0.004	0.006	0.098	0.022	0.014	0.011	0.0	0.094	0.041	0.003	0.121	0.044	0.021	0.007	0.04	0.0	0.0	0.007	0.003	0.003	0.072	0.019	0.0	0.059	0.031
IL7	P13232	False	IL7_HUMAN		CPI-CS0AB9C7139	0.011	0.043	0.012	0.009	0.002	0.024	0.138	0.002	0.01	0.008	0.003	0.064	0.012	0.011	0.028	0.117	0.016	0.004	0.034	0.036	0.009	0.005	0.097	0.003	0.065	0.005	0.017	0.201	0.065
IL7	P13232	False	IL7_HUMAN		CPI-CS08B606C20	0.011	0.043	0.012	0.009	0.002	0.024	0.138	0.002	0.01	0.008	0.003	0.064	0.012	0.011	0.028	0.117	0.016	0.004	0.034	0.036	0.009	0.005	0.097	0.003	0.065	0.005	0.017	0.201	0.065
IL9	P15248	False	IL9_HUMAN		CPI-CS06B657CAB	0.024	0.05	0.009	0.747	0.033	0.028	0.146	0.462	1.407	0.118	0.139	0.347	2.857	0.045	0.004	0.043	0.004	0.121	0.009	0.044	0.007	0.035	0.269	0.457	0.396	0.497	0.112	0.063	0.026
IL9	P15248	False	IL9_HUMAN		CPI-CS03579E0A6	0.024	0.05	0.009	0.747	0.033	0.028	0.146	0.462	1.407	0.118	0.139	0.347	2.857	0.045	0.004	0.043	0.004	0.121	0.009	0.044	0.007	0.035	0.269	0.457	0.396	0.497	0.112	0.063	0.026
OSM	P13725	False	ONCM_HUMAN		CPI-CS0E661878B	0.014	0.063	0.038	0.201	0.032	0.016	0.041	0.481	0.305	0.074	0.054	0.046	0.452	0.072	0.076	0.009	0.032	0.066	0.089	0.014	0.013	0.055	0.298	0.153	0.068	0.233	0.011	0.013	0.039
OSM	P13725	False	ONCM_HUMAN		CPI-CS06D50EBF8	0.014	0.063	0.038	0.201	0.032	0.016	0.041	0.481	0.305	0.074	0.054	0.046	0.452	0.072	0.076	0.009	0.032	0.066	0.089	0.014	0.013	0.055	0.298	0.153	0.068	0.233	0.011	0.013	0.039
LIF	P15018	False	LIF_HUMAN		CPI-CS07B61574B	0.009	0.018	0.006	0.319	0.022	0.012	0.035	0.492	0.283	0.05	0.016	0.083	0.496	0.067	0.002	0.006	0.002	0.051	0.003	0.009	0.036	0.023	0.15	0.089	0.077	0.266	0.021	0.023	0.024
AMH	P03971	False	MIS_HUMAN		CPI-CS07557A266	0.0	0.0	0.001	0.001	0.0	0.002	0.002	0.003	0.003	0.004	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.005	0.0	0.0	0.0
AMH	P03971	False	MIS_HUMAN		CPI-CS0F670E8BC	0.0	0.0	0.001	0.001	0.0	0.002	0.002	0.003	0.003	0.004	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.005	0.0	0.0	0.0
AMH	P03971	False	MIS_HUMAN		CPI-CS0D4BB4458	0.0	0.0	0.001	0.001	0.0	0.002	0.002	0.003	0.003	0.004	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.005	0.0	0.0	0.0
AMH	P03971	False	MIS_HUMAN		CPI-CS0724C54D2	0.0	0.0	0.001	0.001	0.0	0.002	0.002	0.003	0.003	0.004	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.005	0.0	0.0	0.0
AMH	P03971	False	MIS_HUMAN		CPI-CS0F32EB9F1	0.0	0.0	0.001	0.001	0.0	0.002	0.002	0.003	0.003	0.004	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.005	0.0	0.0	0.0
AMH	P03971	False	MIS_HUMAN		CPI-CS0B5D1E156	0.0	0.0	0.001	0.001	0.0	0.002	0.002	0.003	0.003	0.004	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.005	0.0	0.0	0.0
MICB	Q29980	False	MICB_HUMAN		CPI-CS0A9D23000	0.111	0.101	0.037	0.092	0.085	0.113	0.119	0.124	0.104	0.163	0.144	0.029	0.116	0.11	0.066	0.097	0.071	0.122	0.079	0.15	0.175	0.074	0.083	0.097	0.079	0.165	0.033	0.097	0.114
MICB	Q29980	False	MICB_HUMAN		CPI-CS088059426	0.111	0.101	0.037	0.092	0.085	0.113	0.119	0.124	0.104	0.163	0.144	0.029	0.116	0.11	0.066	0.097	0.071	0.122	0.079	0.15	0.175	0.074	0.083	0.097	0.079	0.165	0.033	0.097	0.114
MICA	Q29983	False	MICA_HUMAN		CPI-CS06C6E2321	0.094	0.074	0.029	0.038	0.084	0.081	0.047	0.041	0.043	0.116	0.078	0.104	0.049	0.07	0.052	0.08	0.079	0.081	0.089	0.049	0.027	0.057	0.015	0.067	0.036	0.057	0.01	0.043	0.041
MICA	Q29983	False	MICA_HUMAN		CPI-CS0125C709C	0.094	0.074	0.029	0.038	0.084	0.081	0.047	0.041	0.043	0.116	0.078	0.104	0.049	0.07	0.052	0.08	0.079	0.081	0.089	0.049	0.027	0.057	0.015	0.067	0.036	0.057	0.01	0.043	0.041
ULBP3	Q9BZM4	False	N2DL3_HUMAN		CPI-CS038376BA2	0.004	0.0	0.001	0.0	0.0	0.001	0.004	0.001	0.003	0.002	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
ULBP3	Q9BZM4	False	N2DL3_HUMAN		CPI-CS04AC85773	0.004	0.0	0.001	0.0	0.0	0.001	0.004	0.001	0.003	0.002	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
ULBP2	Q9BZM5	False	N2DL2_HUMAN		CPI-CS0A269FA16	0.006	0.001	0.001	0.004	0.004	0.004	0.002	0.003	0.006	0.002	0.007	0.011	0.007	0.004	0.003	0.0	0.002	0.007	0.003	0.011	0.005	0.002	0.001	0.018	0.002	0.02	0.0	0.001	0.002
ULBP2	Q9BZM5	False	N2DL2_HUMAN		CPI-CS0CF4B0B76	0.006	0.001	0.001	0.004	0.004	0.004	0.002	0.003	0.006	0.002	0.007	0.011	0.007	0.004	0.003	0.0	0.002	0.007	0.003	0.011	0.005	0.002	0.001	0.018	0.002	0.02	0.0	0.001	0.002
ULBP1	Q9BZM6	False	N2DL1_HUMAN		CPI-CS0007697A7	0.0	0.0	0.001	0.003	0.0	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.002	0.007	0.0	0.001	0.0	0.001	0.005
ULBP1	Q9BZM6	False	N2DL1_HUMAN		CPI-CS036E570BB	0.0	0.0	0.001	0.003	0.0	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.002	0.007	0.0	0.001	0.0	0.001	0.005
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0EECD7662	0.006	0.009	0.031	0.001	0.002	0.002	0.001	0.0	0.0	0.006	0.0	0.0	0.0	0.004	0.048	0.0	0.043	0.002	0.013	0.0	0.0	0.003	0.003	0.015	0.0	0.0	0.0	0.001	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0B7BC0E4D	0.001	0.024	0.006	0.01	0.002	0.007	0.002	0.004	0.007	0.042	0.028	0.0	0.012	0.012	0.017	0.006	0.001	0.015	0.033	0.0	0.0	0.002	0.006	0.0	0.002	0.001	0.398	0.003	0.007
CCR2	P41597	False	CCR2_HUMAN		CPI-SS093922D5A	0.001	0.024	0.006	0.01	0.002	0.007	0.002	0.004	0.007	0.042	0.028	0.0	0.012	0.012	0.017	0.006	0.001	0.015	0.033	0.0	0.0	0.002	0.006	0.0	0.002	0.001	0.398	0.003	0.007
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.001	0.024	0.006	0.01	0.002	0.007	0.002	0.004	0.007	0.042	0.028	0.0	0.012	0.012	0.017	0.006	0.001	0.015	0.033	0.0	0.0	0.002	0.006	0.0	0.002	0.001	0.398	0.003	0.007
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0B0AC1603	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0C6311D2D	0.001	0.001	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0348B76E5	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0817CE2B3	0.078	1.265	0.636	0.097	0.042	0.081	0.027	0.027	0.083	0.194	0.179	0.05	0.044	0.04	1.097	0.047	1.057	0.082	1.389	0.039	0.225	0.037	0.02	0.421	0.035	0.627	0.038	0.033	0.056
HRH4	Q9H3N8	False	HRH4_HUMAN		CPI-SS04587A7C5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0DBFB8BEA	0.002	0.01	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.026	0.0	0.0	0.003	0.0	0.0	0.002	0.069	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS05B7D3407	0.002	0.01	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.026	0.0	0.0	0.003	0.0	0.0	0.002	0.069	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS03821C2C6	0.002	0.01	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.026	0.0	0.0	0.003	0.0	0.0	0.002	0.069	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS052BBD9F9	0.002	0.01	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.026	0.0	0.0	0.003	0.0	0.0	0.002	0.069	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0911EECCC	0.002	0.01	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.026	0.0	0.0	0.003	0.0	0.0	0.002	0.069	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0ABF41CAA	0.002	0.01	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.026	0.0	0.0	0.003	0.0	0.0	0.002	0.069	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS008700E67	0.002	0.01	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.026	0.0	0.0	0.003	0.0	0.0	0.002	0.069	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS07EC65CED	0.002	0.01	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.026	0.0	0.0	0.003	0.0	0.0	0.002	0.069	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS08B249DBA	0.006	0.004	0.002	0.002	0.004	0.014	0.009	0.002	0.003	0.008	0.009	0.0	0.003	0.008	0.003	0.005	0.003	0.005	0.004	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.038	0.007	0.072
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.001	0.001	0.0	0.0	0.011	0.001	0.001	0.0	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.001	0.001	0.0	0.0	0.011	0.001	0.001	0.0	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.001	0.001	0.0	0.0	0.011	0.001	0.001	0.0	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.001	0.001	0.0	0.0	0.011	0.001	0.001	0.0	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.027	0.031	0.004	0.326	0.074	0.025	0.055	0.342	0.262	0.086	0.032	0.167	0.64	0.247	0.004	0.014	0.002	0.109	0.008	0.026	0.016	0.025	0.044	0.189	0.183	0.199	0.021	0.06	0.032
CCR4	P51679	False	CCR4_HUMAN		CPI-SS052B38F1C	0.027	0.031	0.004	0.326	0.074	0.025	0.055	0.342	0.262	0.086	0.032	0.167	0.64	0.247	0.004	0.014	0.002	0.109	0.008	0.026	0.016	0.025	0.044	0.189	0.183	0.199	0.021	0.06	0.032
DPP4	P27487	False	DPP4_HUMAN		CPI-SS04641FE5F	0.027	0.028	0.01	0.326	0.224	0.032	0.042	0.281	0.311	0.557	0.224	0.095	0.435	0.285	0.005	0.014	0.017	0.193	0.009	0.024	0.127	0.159	0.078	0.121	0.118	0.346	0.184	0.028	0.005
DPP4	P27487	False	DPP4_HUMAN		CPI-SS006FB5198	0.027	0.028	0.01	0.326	0.224	0.032	0.042	0.281	0.311	0.557	0.224	0.095	0.435	0.285	0.005	0.014	0.017	0.193	0.009	0.024	0.127	0.159	0.078	0.121	0.118	0.346	0.184	0.028	0.005
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.027	0.028	0.01	0.326	0.224	0.032	0.042	0.281	0.311	0.557	0.224	0.095	0.435	0.285	0.005	0.014	0.017	0.193	0.009	0.024	0.127	0.159	0.078	0.121	0.118	0.346	0.184	0.028	0.005
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CC738ABC	0.027	0.028	0.01	0.326	0.224	0.032	0.042	0.281	0.311	0.557	0.224	0.095	0.435	0.285	0.005	0.014	0.017	0.193	0.009	0.024	0.127	0.159	0.078	0.121	0.118	0.346	0.184	0.028	0.005
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.027	0.028	0.01	0.326	0.224	0.032	0.042	0.281	0.311	0.557	0.224	0.095	0.435	0.285	0.005	0.014	0.017	0.193	0.009	0.024	0.127	0.159	0.078	0.121	0.118	0.346	0.184	0.028	0.005
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0D377BBBF	0.027	0.028	0.01	0.326	0.224	0.032	0.042	0.281	0.311	0.557	0.224	0.095	0.435	0.285	0.005	0.014	0.017	0.193	0.009	0.024	0.127	0.159	0.078	0.121	0.118	0.346	0.184	0.028	0.005
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.027	0.028	0.01	0.326	0.224	0.032	0.042	0.281	0.311	0.557	0.224	0.095	0.435	0.285	0.005	0.014	0.017	0.193	0.009	0.024	0.127	0.159	0.078	0.121	0.118	0.346	0.184	0.028	0.005
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	1.392	0.057	0.018	0.657	0.136	1.725	0.4	0.875	0.739	1.124	1.935	0.182	0.693	0.597	0.029	0.081	0.018	2.169	0.035	1.803	2.168	0.408	0.109	0.405	0.409	0.612	1.151	0.532	0.535
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	1.392	0.057	0.018	0.657	0.136	1.725	0.4	0.875	0.739	1.124	1.935	0.182	0.693	0.597	0.029	0.081	0.018	2.169	0.035	1.803	2.168	0.408	0.109	0.405	0.409	0.612	1.151	0.532	0.535
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	1.392	0.057	0.018	0.657	0.136	1.725	0.4	0.875	0.739	1.124	1.935	0.182	0.693	0.597	0.029	0.081	0.018	2.169	0.035	1.803	2.168	0.408	0.109	0.405	0.409	0.612	1.151	0.532	0.535
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0EFE0B07A	1.392	0.057	0.018	0.657	0.136	1.725	0.4	0.875	0.739	1.124	1.935	0.182	0.693	0.597	0.029	0.081	0.018	2.169	0.035	1.803	2.168	0.408	0.109	0.405	0.409	0.612	1.151	0.532	0.535
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0C62E5DD8	0.039	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.002	0.013	0.0	0.0	0.0	0.006	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0698C4DC4	0.039	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.002	0.013	0.0	0.0	0.0	0.006	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS040630206	0.039	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.002	0.013	0.0	0.0	0.0	0.006	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS07AB1C381	0.039	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.002	0.013	0.0	0.0	0.0	0.006	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0D04AE221	0.039	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.002	0.013	0.0	0.0	0.0	0.006	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS08102DC9E	0.078	0.001	0.001	0.002	0.001	0.031	0.0	0.0	0.003	0.0	0.009	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.003	0.026	0.0	0.0	0.002	0.011	0.0	0.01	0.012	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0315F51DD	0.078	0.001	0.001	0.002	0.001	0.031	0.0	0.0	0.003	0.0	0.009	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.003	0.026	0.0	0.0	0.002	0.011	0.0	0.01	0.012	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	0.078	0.001	0.001	0.002	0.001	0.031	0.0	0.0	0.003	0.0	0.009	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.003	0.026	0.0	0.0	0.002	0.011	0.0	0.01	0.012	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C491A3C1	0.078	0.001	0.001	0.002	0.001	0.031	0.0	0.0	0.003	0.0	0.009	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.003	0.026	0.0	0.0	0.002	0.011	0.0	0.01	0.012	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	0.078	0.001	0.001	0.002	0.001	0.031	0.0	0.0	0.003	0.0	0.009	0.0	0.0	0.0	0.003	0.0	0.003	0.001	0.003	0.026	0.0	0.0	0.002	0.011	0.0	0.01	0.012	0.0	0.0
GCGR	P47871	False	GLR_HUMAN		CPI-SS056993231	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
CALCR	P30988	False	CALCR_HUMAN		CPI-SS07CF0C6E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR9	P51686	False	CCR9_HUMAN		CPI-SS039863E62	0.003	0.0	0.0	0.001	0.012	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.023	0.0	0.004	0.0	0.013	0.0	0.001	0.0	0.006	0.0	0.0	0.002	0.0	0.0	0.006	0.0
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	0.026	0.031	0.01	0.119	0.058	0.019	0.865	0.105	0.044	0.027	0.037	0.057	0.109	0.106	0.01	0.66	0.007	0.032	0.012	0.031	0.031	0.031	0.025	0.042	0.467	0.066	0.023	0.611	0.634
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS0747FCACD	0.001	0.0	0.001	0.0	0.001	0.003	0.001	0.001	0.0	0.0	0.0	0.017	0.001	0.002	0.002	0.0	0.001	0.002	0.001	0.0	0.0	0.003	0.003	0.004	0.0	0.0	0.0	0.006	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS062DED513	0.001	0.005	0.0	0.013	0.13	0.003	0.001	0.007	0.006	0.035	0.005	0.009	0.007	0.101	0.001	0.012	0.002	0.016	0.0	0.005	0.0	0.101	0.0	0.0	0.005	0.002	0.0	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0EC70F078	0.001	0.005	0.0	0.013	0.13	0.003	0.001	0.007	0.006	0.035	0.005	0.009	0.007	0.101	0.001	0.012	0.002	0.016	0.0	0.005	0.0	0.101	0.0	0.0	0.005	0.002	0.0	0.0	0.0
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS02CCE14A7	0.123	0.0	0.003	0.003	0.002	0.023	0.001	0.0	0.001	0.016	0.025	0.0	0.0	0.001	0.001	0.001	0.0	0.037	0.0	0.101	0.105	0.002	0.0	0.013	0.0	0.0	0.16	0.0	0.0
